Player,Yrs,G,Date,City,State
Paul Seymour\seymopa01,12,622,Jan 30 1928,Toledo,Ohio
Casey Shaw\shawca01,1,9,Jul 20 1975,Lebanon,Ohio
Dick Shrider\shriddi01,1,4,Feb 7 1923,Glass Rock,Ohio
Larry Siegfried\siegfla01,9,550,May 22 1939,Shelby,Ohio
Clinton Smith\smithcl01,2,46,Jan 19 1964,Cleveland,Ohio
Don Smith\smithdo02,1,54,Oct 10 1951,Dayton,Ohio
Ed Smith\smithed01,1,12,Jul 5 1929,West Jefferson,Ohio
Jim Smith\smithji01,2,76,Apr 12 1958,Cleveland,Ohio
Eric Snow\snower01,13,846,Apr 24 1973,Canton,Ohio
Dick Snyder\snydedi01,13,964,Feb 1 1944,North Canton,Ohio
Jared Sullinger\sullija01,4,258,Mar 4 1992,Columbus,Ohio
Larry Sykes\sykesla01,1,1,Apr 11 1973,Toledo,Ohio
Carl Thomas\thomaca01,3,63,Oct 3 1969,Dayton,Ohio
Charles Thomas\thomach01,1,36,Oct 3 1969,Dayton,Ohio
LaSalle Thompson\thompla01,15,985,Jun 23 1961,Cincinnati,Ohio
Nate Thurmond*\thurmna01,14,964,Jul 25 1941,Akron,Ohio
Gary Trent\trentga01,9,506,Sep 22 1974,Columbus,Ohio
Al Tucker\tuckeal01,5,352,Feb 24 1943,Dayton,Ohio
Norm Van Lier\vanlino01,10,746,Apr 1 1947,East Liverpool,Ohio
Claude Virden\virdecl01,1,31,Nov 25 1947,Akron,Ohio
Granville Waiters\waitegr01,5,249,Jan 8 1961,Columbus,Ohio
Neal Walk\walkne01,8,568,Jul 29 1948,Cleveland,Ohio
Samaki Walker\walkesa01,10,445,Feb 25 1976,Columbus,Ohio
Chuckie Williams\willich03,1,22,Dec 31 1953,Columbus,Ohio
Herb Williams\willihe01,18,1102,Feb 16 1958,Columbus,Ohio
Jawad Williams\willija04,3,90,Feb 19 1983,Cleveland,Ohio
Chris Wright\wrighch01,2,32,Sep 30 1988,Trotwood,Ohio
Rich Yonakor\yonakri01,1,10,Oct 3 1958,Euclid,Ohio
Charles Beasley\beaslch01,4,281,Sep 23 1945,Shawnee,Oklahoma
Ron Boone\boonero01,13,1041,Sep 6 1946,Oklahoma City,Oklahoma
Anthony Bowie\bowiean01,8,461,Nov 9 1963,Tulsa,Oklahoma
Joe Bradley\bradljo01,1,46,Sep 24 1928,Washington,Oklahoma
Antoine Carr\carran01,16,987,Jul 23 1961,Oklahoma City,Oklahoma
Leroy Combs\combsle01,1,48,Jan 1 1961,Oklahoma City,Oklahoma
Gene Conley\conlege01,6,351,Nov 10 1930,Muskogee,Oklahoma
Richard Dumas\dumasri02,3,102,May 19 1969,Tulsa,Oklahoma
Mike Farmer\farmemi01,7,423,Sep 26 1936,Oklahoma City,Oklahoma
J.R. Giddens\giddejr01,2,38,Feb 13 1985,Oklahoma City,Oklahoma
Blake Griffin\griffbl01,7,432,Mar 16 1989,Oklahoma City,Oklahoma
Taylor Griffin\griffta01,1,8,Apr 18 1986,Oklahoma City,Oklahoma
Carl Henry\henryca01,1,28,Aug 16 1960,Hollis,Oklahoma
Ryan Humphrey\humphry01,3,85,Jul 24 1979,Tulsa,Oklahoma
Darnell Jackson\jacksda01,3,138,Nov 7 1985,Oklahoma City,Oklahoma
Jim King\kingji01,10,607,Feb 7 1941,Tulsa,Oklahoma
Stacey King\kingst01,8,438,Jan 29 1967,Lawton,Oklahoma
Bud Koper\koperbu01,1,54,Aug 9 1942,Rocky,Oklahoma
Lee Mayberry\maybele01,7,496,Jun 12 1970,Tulsa,Oklahoma
Clint McDaniel\mcdancl01,1,12,Feb 26 1972,Tulsa,Oklahoma
Tracy Moore\mooretr01,5,119,Dec 28 1965,Oklahoma City,Oklahoma
Willie Murrell\murrewi01,3,228,Sep 13 1941,Taft,Oklahoma
Daniel Orton\ortonda01,3,51,Aug 6 1990,Oklahoma City,Oklahoma
Brent Price\pricebr01,9,418,Dec 9 1968,Shawnee,Oklahoma
Mark Price\pricema01,12,722,Feb 15 1964,Bartlesville,Oklahoma
Hub Reed\reedhu01,7,479,Oct 4 1936,Harrah,Oklahoma
Josh Richardson\richajo01,2,65,Sep 15 1993,Edmond,Oklahoma
Ryan Robertson\roberry01,1,1,Oct 2 1976,Lawton,Oklahoma
Shea Seals\sealssh01,1,4,Aug 26 1975,Tulsa,Oklahoma
John Starks\starkjo01,13,866,Aug 10 1965,Tulsa,Oklahoma
Wayman Tisdale\tisdawa01,12,840,Jun 9 1964,Tulsa,Oklahoma
Ekpe Udoh\udohek01,5,270,May 20 1987,Edmond,Oklahoma
David Vaughn\vaughda02,4,118,Mar 23 1973,Tulsa,Oklahoma
Jake Voskuhl\voskuja01,9,450,Nov 1 1977,Tulsa,Oklahoma
Shelden Williams\willish02,6,361,Oct 21 1983,Oklahoma City,Oklahoma
Danny Ainge\aingeda01,14,1042,Mar 17 1959,Eugene,Oregon
Terrell Brandon\brandte01,11,724,May 20 1970,Portland,Oregon
Ronnie Brewer\brewero02,8,502,Mar 20 1985,Portland,Oregon
Will Conroy\conrowi01,3,16,Dec 8 1982,Portland,Oregon
Mel Counts\countme01,12,789,Oct 16 1941,Coos Bay,Oregon
Josh Davis\davisjo02,4,67,Aug 10 1980,Salem,Oregon
Dan Dickau\dickada01,6,300,Sep 16 1978,Portland,Oregon
Dave Gambee\gambeda01,12,750,Apr 16 1937,Portland,Oregon
Thomas Gardner\gardnth01,2,20,Feb 8 1985,Portland,Oregon
Jerami Grant\grantje01,3,163,Mar 12 1994,Portland,Oregon
A.C. Green\greenac01,16,1278,Oct 4 1963,Portland,Oregon
Bruce Hale\halebr01,3,142,Aug 30 1918,Medford,Oregon
Luke Jackson\jackslu02,4,73,Nov 6 1981,Eugene,Oregon
Jim Jarvis\jarviji01,2,125,Mar 3 1943,Roseburg,Oregon
Terrence Jones\joneste01,5,200,Jan 9 1992,Portland,Oregon
Aaron Miles\milesaa01,1,19,Apr 13 1983,Portland,Oregon
Mike Newlin\newlimi01,11,837,Jan 2 1949,Portland,Oregon
Terrence Ross\rosste01,5,330,Feb 5 1991,Portland,Oregon
Domantas Sabonis\sabondo01,1,22,May 3 1996,Portland,Oregon
Kyle Singler\singlky01,5,322,May 4 1988,Medford,Oregon
Charlie Sitton\sittoch01,1,43,Jul 3 1962,McMinnville,Oregon
Damon Stoudamire\stoudda01,13,878,Sep 3 1973,Portland,Oregon
Salim Stoudamire\stoudsa01,3,157,Oct 11 1982,Portland,Oregon
Ime Udoka\udokaim01,7,316,Aug 9 1977,Portland,Oregon
Chico Vaughn\vaughch01,8,491,Feb 19 1940,Portland,Oregon
Richard Washington\washiri01,6,351,Jul 15 1955,Portland,Oregon
Kyle Wiltjer\wiltjky01,1,4,Oct 20 1992,Portland,Oregon
John Abramovic\abramjo01,2,56,Feb 9 1919,Etna,Pennsylvania
Jerome Allen\allenje01,2,117,Jan 28 1973,Philadelphia,Pennsylvania
Lavoy Allen\allenla01,6,348,Feb 4 1989,Morrisville,Pennsylvania
Michael Anderson\andermi01,1,36,Mar 23 1966,Philadelphia,Pennsylvania
Paul Arizin*\arizipa01,10,713,Apr 9 1928,Philadelphia,Pennsylvania
Don Asmonga\asmondo01,1,7,Feb 15 1928,West Mifflin,Pennsylvania
Jim Baechtold\baechji01,5,321,Dec 9 1927,McKeesport,Pennsylvania
Jimmie Baker\bakerji01,1,5,Dec 25 1953,Philadelphia,Pennsylvania
Gene Banks\banksge01,6,468,May 15 1959,Philadelphia,Pennsylvania
Mike Bantom\bantomi01,9,706,Dec 3 1951,Philadelphia,Pennsylvania
Jerry Baskerville\baskeje01,1,21,Nov 10 1951,Philadelphia,Pennsylvania
Johnny Baum\baumjo01,5,244,Jun 17 1946,Philadelphia,Pennsylvania
Ernie Beck\becker01,7,371,Dec 11 1931,Philadelphia,Pennsylvania
Mel Bennett\benneme01,5,204,Jan 4 1955,Pittsburgh,Pennsylvania
Del Beshore\beshode01,2,69,Nov 29 1956,Mechanicsburg,Pennsylvania
Nate Blackwell\blackna01,1,10,Feb 15 1965,Philadelphia,Pennsylvania
DeJuan Blair\blairde01,7,424,Apr 22 1989,Pittsburgh,Pennsylvania
Nelson Bobb\bobbne01,4,227,Feb 25 1924,Philadelphia,Pennsylvania
Sam Bowie\bowiesa01,10,511,Mar 17 1961,Lebanon,Pennsylvania
Jim Brogan\brogaji01,2,121,Feb 24 1958,Ardmore,Pennsylvania
Michael Brooks\brookmi01,6,319,Aug 17 1958,Philadelphia,Pennsylvania
Myron Brown\brownmy01,1,4,Nov 3 1969,McKees Rocks,Pennsylvania
Joe Bryant\bryanjo01,8,606,Oct 19 1954,Philadelphia,Pennsylvania
Kobe Bryant\bryanko01,20,1346,Aug 23 1978,Philadelphia,Pennsylvania
Rasual Butler\butlera01,13,809,May 23 1979,Philadelphia,Pennsylvania
Larry Cannon\cannola01,4,213,Apr 12 1947,Philadelphia,Pennsylvania
Frank Card\cardfr01,5,306,Dec 28 1944,Philadelphia,Pennsylvania
Matt Carroll\carroma01,10,459,Aug 28 1980,Pittsburgh,Pennsylvania
Fred Carter\cartefr01,8,611,Feb 14 1945,Philadelphia,Pennsylvania
Ron Carter\cartero01,2,59,Aug 31 1956,Pittsburgh,Pennsylvania
Wilt Chamberlain*\chambwi01,14,1045,Aug 21 1936,Philadelphia,Pennsylvania
Len Chappell\chapple01,10,670,Jan 31 1941,Portage,Pennsylvania
Dionte Christmas\chrisdi01,1,31,Sep 15 1986,Philadelphia,Pennsylvania
Mardy Collins\collima01,4,189,Aug 4 1984,Philadelphia,Pennsylvania
Sean Colson\colsose01,1,13,Jul 1 1975,Philadelphia,Pennsylvania
Dallas Comegys\comegda01,2,142,Aug 17 1964,Philadelphia,Pennsylvania
Chubby Cox\coxch01,1,7,Dec 29 1955,Philadelphia,Pennsylvania
Pat Cummings\cummipa01,12,683,Jul 11 1956,Johnstown,Pennsylvania
Bob Davies*\daviebo01,7,462,Jan 15 1920,Harrisburg,Pennsylvania
Brandon Davies\daviebr01,2,78,Jul 25 1991,Philadelphia,Pennsylvania
Brad Davis\davisbr01,15,961,Dec 17 1955,Monaca,Pennsylvania
Emanual Davis\davisem01,6,226,Aug 27 1968,Philadelphia,Pennsylvania
Mickey Davis\davismi02,6,309,Jun 16 1950,Rochester,Pennsylvania
George Dempsey\dempsge01,5,315,Jul 19 1929,Philadelphia,Pennsylvania
Charles Dudley\dudlech01,6,361,Mar 5 1950,Harrisburg,Pennsylvania
Ken Durrett\durreke01,4,120,Dec 8 1948,Pittsburgh,Pennsylvania
Wayne Ellington\ellinwa01,8,459,Oct 29 1987,Wynnewood,Pennsylvania
Tyreke Evans\evansty01,7,433,Sep 19 1989,Chester,Pennsylvania
Dave Feitl\feitlda01,5,275,Jun 8 1962,Butler,Pennsylvania
Greg Fillmore\fillmgr01,2,49,Mar 7 1947,Philadelphia,Pennsylvania
Danny Fortson\fortsda01,10,440,Mar 27 1976,Philadelphia,Pennsylvania
Calvin Fowler\fowleca01,1,78,Feb 11 1940,Pittsburgh,Pennsylvania
Mike Gale\galemi01,11,842,Jul 18 1950,Philadelphia,Pennsylvania
Jack George\georgja01,8,506,Nov 13 1928,Swissvale,Pennsylvania
Gus Gerard\gerargu01,7,446,Jul 27 1953,Uniontown,Pennsylvania
Gorham Getchell\getchgo01,1,16,Aug 14 1920,Abington,Pennsylvania
Armen Gilliam\gilliar01,13,929,May 28 1964,Pittsburgh,Pennsylvania
George Glamack\glamage01,1,11,Jun 7 1918,Johnstown,Pennsylvania
Tom Gola*\golato01,10,698,Jan 13 1933,Philadelphia,Pennsylvania
Steve Goodrich\goodrst01,2,21,Mar 18 1976,Philadelphia,Pennsylvania
Paul Graham\grahapa01,3,179,Nov 28 1967,Philadelphia,Pennsylvania
Paul Grant\grantpa01,2,16,Jan 6 1974,Pittsburgh,Pennsylvania
Lynn Greer\greerly01,1,41,Oct 23 1979,Philadelphia,Pennsylvania
Norm Grekin\grekino01,1,1,Jun 22 1930,Philadelphia,Pennsylvania
Eddie Griffin\griffed01,5,303,May 30 1982,Philadelphia,Pennsylvania
Dick Groat\groatdi01,1,26,Nov 4 1930,Wilkinsburg,Pennsylvania
Gene Guarilia\guarige01,4,129,Sep 13 1937,Duryea,Pennsylvania
Matt Guokas\guokama02,10,735,Feb 25 1944,Philadelphia,Pennsylvania
Richard Hamilton\hamilri01,14,921,Feb 14 1978,Coatesville,Pennsylvania
Herm Hedderick\heddehe01,1,5,Jan 10 1930,Erie,Pennsylvania
Wayne Hightower\hightwa01,10,565,Jan 14 1940,Philadelphia,Pennsylvania
Simmie Hill\hillsi01,4,252,Nov 14 1946,Midland,Pennsylvania
Darrun Hilliard\hillida01,2,52,Apr 13 1993,Bethlehem,Pennsylvania
Essie Hollis\hollies01,1,25,May 16 1955,Erie,Pennsylvania
Rondae Hollis-Jefferson\holliro01,2,47,Jan 3 1995,Chester,Pennsylvania
Greg Howard\howargr01,2,92,Jan 8 1948,Pittsburgh,Pennsylvania
Mo Howard\howarmo01,1,32,Aug 25 1954,Philadelphia,Pennsylvania
Tom Ingelsby\ingelto01,3,75,Feb 12 1951,Philadelphia,Pennsylvania
Mike Iuzzolino\iuzzomi01,2,122,Jan 22 1968,Altoona,Pennsylvania
Marc Jackson\jacksma02,7,387,Jan 16 1975,Philadelphia,Pennsylvania
Buddy Jeannette*\jeannbu01,3,139,Sep 15 1917,New Kensington,Pennsylvania
Ollie Johnson\johnsol01,10,690,May 11 1949,Philadelphia,Pennsylvania
Stew Johnson\johnsst01,9,647,Aug 19 1944,Clairton,Pennsylvania
Askia Jones\jonesas01,1,11,Dec 3 1971,Philadelphia,Pennsylvania
Derrick Jones\jonesde02,1,1,Feb 15 1997,Chester,Pennsylvania
Wali Jones\joneswa02,11,678,Feb 14 1942,Philadelphia,Pennsylvania
George Karl\karlge01,5,264,May 12 1952,Penn Hills,Pennsylvania
D.J. Kennedy\kennedj01,1,2,Nov 5 1989,Pittsburgh,Pennsylvania
Pickles Kennedy\kennepi01,1,7,May 17 1938,Philadelphia,Pennsylvania
Lari Ketner\ketnela01,2,25,Feb 1 1977,Philadelphia,Pennsylvania
Michael Kidd-Gilchrist\kiddgmi01,5,223,Sep 26 1993,Philadelphia,Pennsylvania
Bo Kimble\kimblbo01,3,105,Apr 9 1966,Philadelphia,Pennsylvania
Herm Klotz\klotzhe01,1,11,Oct 21 1921,Philadelphia,Pennsylvania
Billy Knight\knighbi01,11,821,Jun 9 1952,Braddock,Pennsylvania
Rob Kurz\kurzro01,1,40,Mar 5 1985,Philadelphia,Pennsylvania
Jim Lampley\lamplji01,1,1,Jul 2 1960,Harrisburg,Pennsylvania
Stu Lantz\lantzst01,8,547,Jul 13 1946,Uniontown,Pennsylvania
Rich Laurel\laureri01,1,10,Jul 11 1954,Philadelphia,Pennsylvania
Jason Lawson\lawsoja01,1,17,Sep 2 1974,Philadelphia,Pennsylvania
Hal Lear\learha01,1,3,Jan 31 1935,Philadelphia,Pennsylvania
Jeff Lebo\leboje01,1,4,Oct 5 1966,Carlisle,Pennsylvania
Ralph Lewis\lewisra01,3,99,Mar 28 1963,Philadelphia,Pennsylvania
Bobby Lloyd\lloydbo01,2,125,Jan 3 1946,Upper Darby,Pennsylvania
Lewis Lloyd\lloydle01,7,388,Feb 22 1959,Philadelphia,Pennsylvania
Kyle Lowry\lowryky01,11,675,Mar 25 1986,Philadelphia,Pennsylvania
Maurice Lucas\lucasma01,14,1021,Feb 18 1952,Pittsburgh,Pennsylvania
Pete Maravich*\maravpe01,10,658,Jun 22 1947,Aliquippa,Pennsylvania
Jack Marin\marinja01,11,849,Oct 12 1944,Sharon,Pennsylvania
Donyell Marshall\marshdo01,15,957,May 18 1973,Reading,Pennsylvania
Eddie Mast\masted01,3,112,Oct 3 1948,Philadelphia,Pennsylvania
Andre McCarter\mccaran01,3,103,Aug 25 1953,Philadelphia,Pennsylvania
T.J. McConnell\mccontj01,2,104,Mar 25 1992,Pittsburgh,Pennsylvania
Patrick McFarland\mcfarpa01,3,148,Dec 7 1951,Philadelphia,Pennsylvania
Aaron McKie\mckieaa01,13,793,Oct 2 1972,Philadelphia,Pennsylvania
Bob McNeill\mcneibo01,2,125,Oct 22 1938,Philadelphia,Pennsylvania
Bill Melchionni\melchbi01,9,646,Oct 19 1944,Philadelphia,Pennsylvania
Red Mihalik\mihalre01,1,7,Sep 22 1916,Ford City,Pennsylvania
Larry Miller\millela01,7,486,Apr 4 1946,Allentown,Pennsylvania
Bill Mlkvy\mlkvybi01,1,31,Jan 19 1931,Palmerton,Pennsylvania
Cuttino Mobley\moblecu01,11,747,Sep 1 1975,Philadelphia,Pennsylvania
Earl Monroe*\monroea01,13,926,Nov 21 1944,Philadelphia,Pennsylvania
Jackie Moore\mooreja01,3,134,Sep 24 1932,Philadelphia,Pennsylvania
Johnny Moore\moorejo01,9,520,Mar 3 1958,Altoona,Pennsylvania
Marcus Morris\morrima03,6,361,Sep 2 1989,Philadelphia,Pennsylvania
Markieff Morris\morrima02,6,393,Sep 2 1989,Philadelphia,Pennsylvania
Ronald Murray\murraro01,8,487,Jul 29 1979,Philadelphia,Pennsylvania
Jameer Nelson\nelsoja01,13,776,Feb 9 1982,Chester,Pennsylvania
John Olive\olivejo01,2,35,Mar 1 1955,Philadelphia,Pennsylvania
Doug Overton\overtdo01,11,499,Aug 3 1969,Philadelphia,Pennsylvania
Billy Owens\owensbi01,10,600,May 1 1969,Carlisle,Pennsylvania
Andy Panko\pankoan01,1,1,Nov 27 1977,Harrisburg,Pennsylvania
Barry Parkhill\parkhba01,3,173,May 10 1951,Philadelphia,Pennsylvania
Lamar Patterson\pattela01,1,35,Aug 12 1991,Lancaster,Pennsylvania
Geoff Petrie\petrige01,6,446,Apr 17 1948,Darby,Pennsylvania
James Phelan\phelaja02,1,4,Mar 19 1929,Philadelphia,Pennsylvania
Tom Piotrowski\piotrto01,1,18,Oct 17 1960,West Chester,Pennsylvania
Dave Popson\popsoda01,3,41,May 17 1964,Kingston,Pennsylvania
Stephen Previs\previst01,1,30,Feb 9 1950,Bethel Park,Pennsylvania
Jeremy Richardson\richaje01,3,45,Feb 11 1984,Allentown,Pennsylvania
Pooh Richardson\richapo01,10,639,May 14 1966,Philadelphia,Pennsylvania
Dick Ricketts\rickedi01,3,212,Dec 4 1933,Pottstown,Pennsylvania
Wilbert Robinson\robinwi01,1,45,Dec 25 1949,Uniontown,Pennsylvania
Guy Rodgers*\rodgegu01,12,892,Sep 1 1935,Philadelphia,Pennsylvania
Malik Rose\rosema01,13,813,Nov 23 1974,Philadelphia,Pennsylvania
Ron Rowan\rowanro01,1,7,Apr 23 1962,New Brighton,Pennsylvania
John Salmons\salmojo01,13,895,Dec 12 1979,Philadelphia,Pennsylvania
Ray Scott\scottra01,11,811,Jul 12 1938,Philadelphia,Pennsylvania
George Senesky\senesge01,8,482,Apr 4 1922,Mahanoy City,Pennsylvania
Mustafa Shakur\shakumu01,2,25,Aug 18 1984,Philadelphia,Pennsylvania
Lionel Simmons\simmoli01,7,454,Nov 14 1968,Philadelphia,Pennsylvania
Sean Singletary\singlse01,1,37,Sep 6 1985,Philadelphia,Pennsylvania
Steven Smith\smithst03,1,8,Apr 12 1983,Philadelphia,Pennsylvania
Mike Sojourner\sojoumi01,3,191,Oct 16 1953,Philadelphia,Pennsylvania
Willard Sojourner\sojouwi01,4,309,Sep 10 1948,Philadelphia,Pennsylvania
Willie Somerset\somerwi01,3,143,Mar 17 1942,Sharon,Pennsylvania
Art Spector\spectar01,4,169,Oct 17 1920,Philadelphia,Pennsylvania
Erv Staggs\stagger01,1,53,,Philadelphia,Pennsylvania
Keith Starr\starrke01,1,17,Mar 14 1954,Sewickley,Pennsylvania
Larry Stewart\stewala01,5,270,Sep 21 1968,Philadelphia,Pennsylvania
Maurice Stokes*\stokema01,3,202,Jun 17 1933,Pittsburgh,Pennsylvania
Bob Sura\surabo01,10,657,Mar 25 1973,Wilkes-Barre,Pennsylvania
George Sutor\sutorge01,3,79,Sep 14 1943,Philadelphia,Pennsylvania
Walt Szczerbiak\szczewa01,1,53,Aug 21 1949,Pittsburgh,Pennsylvania
Dave Twardzik\twardda01,8,536,Sep 20 1950,Hershey,Pennsylvania
Jack Twyman*\twymaja01,11,823,May 11 1934,Pittsburgh,Pennsylvania
Stephen Vacendak\vacenst01,3,83,Aug 15 1944,Scranton,Pennsylvania
Dion Waiters\waitedi01,5,305,Dec 10 1991,Philadelphia,Pennsylvania
Horace Walker\walkeho01,1,65,Apr 17 1937,Chester,Pennsylvania
Phil Walker\walkeph01,1,40,Mar 20 1956,Philadelphia,Pennsylvania
Wally Walker\walkewa01,8,565,Jul 18 1954,Millersville,Pennsylvania
Rasheed Wallace\wallara01,16,1109,Sep 17 1974,Philadelphia,Pennsylvania
Matt Walsh\walshma01,1,2,Dec 2 1982,Holland,Pennsylvania
Hakim Warrick\warriha01,8,526,Jul 8 1982,Philadelphia,Pennsylvania
Jim Washington\washiji01,11,774,Jul 1 1943,Philadelphia,Pennsylvania
Trooper Washington\washitr01,6,426,Apr 21 1944,Philadelphia,Pennsylvania
Maalik Wayns\waynsma01,2,29,May 2 1991,Philadelphia,Pennsylvania
Brant Weidner\weidnbr01,1,8,Oct 28 1960,Orefield,Pennsylvania
Bob Weiss\weissbo01,12,783,May 7 1942,Easton,Pennsylvania
Doug West\westdo01,12,676,May 27 1967,Altoona,Pennsylvania
Rodney White\whitero02,4,218,Jun 28 1980,Philadelphia,Pennsylvania
Alvin Williams\willial02,9,460,Aug 6 1974,Philadelphia,Pennsylvania
Earl Williams\williea01,4,146,Mar 24 1951,Levittown,Pennsylvania
Hank Williams\williha01,1,39,Apr 28 1952,Norristown,Pennsylvania
Isaiah Wilson\wilsois01,2,78,May 31 1948,Philadelphia,Pennsylvania
Luke Witte\wittelu01,3,118,Oct 19 1950,Philadelphia,Pennsylvania
Randy Woods\woodsra01,4,151,Sep 23 1970,Philadelphia,Pennsylvania
Dennis Wuycik\wuycide01,3,157,Mar 29 1950,Ambridge,Pennsylvania
Marvin Barnes\barnema01,6,315,Jul 27 1952,Providence,Rhode Island
Ernie Calverley\calveer01,3,165,Jan 30 1924,Pawtucket,Rhode Island
Ernie DiGregorio\digreer01,5,312,Jan 15 1951,North Providence,Rhode Island
Tom Garrick\garrito01,4,251,Jul 7 1966,West Warwick,Rhode Island
Joe Hassett\hassejo01,6,292,Sep 11 1955,Providence,Rhode Island
Ricky Ledo\ledori01,2,28,Sep 10 1992,Providence,Rhode Island
Owen Wells\wellsow01,1,33,Dec 9 1950,Providence,Rhode Island
Willie Anderson\anderwi01,9,555,Jan 8 1967,Greenville,South Carolina
Jim Barnett\barneji02,11,732,Jul 7 1944,Greenville,South Carolina
Leon Benbow\benbole01,2,115,Jul 23 1950,Columbia,South Carolina
Trevor Booker\booketr01,7,413,Nov 25 1987,Newberry,South Carolina
Winford Boynes\boynewi01,3,177,May 17 1957,Greenville,South Carolina
Kevin Brooks\brookke01,3,126,Oct 12 1969,Beaufort,South Carolina
Kwame Brown\brownkw01,12,607,Mar 10 1982,Charleston,South Carolina
Pete Chilcutt\chilcpe01,9,584,Sep 14 1968,Sumter,South Carolina
Tyrone Corbin\corbity01,16,1065,Dec 31 1962,Columbia,South Carolina
Michael Dickerson\dickemi01,5,212,Jun 25 1975,Greenville,South Carolina
Alex English*\englial01,15,1193,Jan 5 1954,Columbia,South Carolina
Raymond Felton\feltora01,12,798,Jun 26 1984,Marion,South Carolina
Kevin Garnett\garneke01,21,1462,May 19 1976,Mauldin,South Carolina
Mike Gibson\gibsomi01,2,64,Oct 27 1960,Williamsburg County,South Carolina
Tom Henderson\hendeto01,9,650,Jan 26 1952,Newberry,South Carolina
Harold Jamison\jamisha01,2,37,Nov 20 1976,Orangeburg,South Carolina
Anthony Johnson\johnsan02,13,793,Oct 2 1974,Charleston,South Carolina
Clyde Mayes\mayescl01,2,74,Mar 17 1953,Greenville,South Carolina
Xavier McDaniel\mcdanxa01,12,870,Jun 4 1963,Columbia,South Carolina
Dean Meminger\meminde01,6,416,May 13 1948,Walterboro,South Carolina
Khris Middleton\middlkh01,4,267,Aug 12 1991,Charleston,South Carolina
Lowes Moore\moorelo01,3,112,May 5 1957,Plymouth,South Carolina
Mikki Moore\mooremi01,13,564,Nov 4 1975,Orangeburg,South Carolina
Larry Nance\nancela01,13,920,Feb 12 1959,Anderson,South Carolina
Jermaine O'Neal\onealje01,18,1011,Oct 13 1978,Columbia,South Carolina
Josh Powell\poweljo01,7,316,Jan 25 1983,Charleston,South Carolina
Laron Profit\profila01,4,135,Aug 5 1977,Charleston,South Carolina
Clifford Ray\raycl01,10,784,Jan 21 1949,Union,South Carolina
Stanley Roberts\roberst01,8,300,Feb 7 1970,Hopkins,South Carolina
Ramon Sessions\sessira01,10,635,Apr 11 1986,Myrtle Beach,South Carolina
John Shumate\shumajo01,5,318,Apr 6 1952,Greenville,South Carolina
Levern Tart\tartle01,4,274,Jun 1 1942,Marion,South Carolina
Jayson Williams\willija01,9,475,Feb 22 1968,Ritter,South Carolina
Travis Williams\willitr01,2,47,May 27 1969,Columbia,South Carolina
Leon Wood\woodle01,6,274,Mar 25 1962,Columbia,South Carolina
Ray Ellefson\ellefra01,2,6,Nov 18 1922,Brookings,South Dakota
Mike Miller\millemi01,17,1016,Feb 19 1980,Mitchell,South Dakota
Med Park\parkme01,5,313,Apr 11 1933,Britton,South Dakota
Jared Reiner\reineja01,2,46,Apr 8 1982,Tripp,South Dakota
Jon Sundvold\sundvjo01,9,502,Jul 2 1961,Sioux Falls,South Dakota
Vincent Askew\askewvi01,9,467,Feb 28 1966,Memphis,Tennessee
Corey Beck\beckco01,3,88,May 27 1971,Memphis,Tennessee
William Bedford\bedfowi01,6,238,Dec 14 1963,Memphis,Tennessee
Tarik Black\blackta01,3,125,Nov 22 1991,Memphis,Tennessee
Corey Brewer\breweco01,10,651,Mar 5 1986,Portland,Tennessee
Antonio Burks\burksan01,2,81,Feb 25 1980,Memphis,Tennessee
Mike Butler\butlemi01,4,245,Oct 22 1946,Memphis,Tennessee
Derrick Byars\byarsde01,1,2,Apr 25 1984,Memphis,Tennessee
Rodney Carney\carnero01,5,299,Apr 15 1984,Memphis,Tennessee
Carlos Clark\clarkca01,2,93,Aug 10 1960,Somerville,Tennessee
Ian Clark\clarkia01,4,139,Mar 7 1991,Memphis,Tennessee
Coty Clarke\clarkco01,1,3,Jul 4 1992,Antioch,Tennessee
Lester Conner\connele01,12,687,Sep 17 1959,Memphis,Tennessee
Charles Davis\davisch02,8,415,Oct 5 1958,Nashville,Tennessee
Tony Delk\delkto01,10,545,Jan 28 1974,Covington,Tennessee
Larry Finch\finchla01,2,128,Feb 16 1951,Memphis,Tennessee
Chris Garner\garnech01,2,46,Feb 2 1975,Memphis,Tennessee
Calvin Garrett\garreca01,4,166,Jul 11 1956,Parsons,Tennessee
Sylvester Gray\graysy01,1,55,Jul 8 1967,Millington,Tennessee
Marcus Haislip\haislma01,4,89,Dec 22 1980,Lewisburg,Tennessee
Steve Hamer\hamerst01,1,35,Nov 13 1973,Memphis,Tennessee
Anfernee Hardaway\hardaan01,14,704,Jul 18 1971,Memphis,Tennessee
Bob Harris\harribo01,5,325,Mar 16 1927,Linden,Tennessee
David Harrison\harrida01,4,189,Aug 15 1982,Nashville,Tennessee
Trenton Hassell\hassetr01,9,644,Mar 4 1979,Clarksville,Tennessee
Kirk Haston\hastoki01,2,27,Mar 10 1979,Loblesville,Tennessee
Cedric Henderson\hendece02,5,260,Mar 11 1975,Memphis,Tennessee
Keith Herron\herroke01,3,124,Jun 14 1956,Memphis,Tennessee
Paul Hogue\hoguedu01,2,65,Apr 28 1940,Knoxville,Tennessee
